ID;ID;;Name (English);Description (English);Name (Portuguese);Gender;Plural;Article
2806;~X~062806;9;Hydrochloric Acid;"hydrogen chloride (hydrochloric acid); chlorosulphuric acid.";µcido clor¡drico;m;0;1
2807;~X~062807;9;Sulfuric Acid;"sulphuric acid; oleum.";µcido sulf£rico;m;0;1
2808;~X~062808;9;Nitric Acids;"nitric acid; sulphonitric acids.";µcido n¡trico;m;0;1
2809;~X~062809;9;Phosphoric Acid;"diphosphorus pentaoxide; phosphoric acid; polyphosphoric acids, whether or not chemically defined.";µcido fosf¢rico;m;0;1
2810;~X~062810;9;Boron;"oxides of boron; boric acids.";Boro;m;0;1
2811;~X~062811;9;Other Inorganic Acids;other inorganic acids and other inorganic oxygen compounds of non-metals.;Outros  cidos inorgƒnicos;m;1;1
2812;~X~062812;9;Halides;halides and halide oxides of non-metals.;Haletos;m;1;1
2813;~X~062813;9;Nonmetal Sulfides;"sulphides of non-metals; commercial phosphorus trisulphide.";Sulfetos nÆo met licos;m;1;1
2814;~X~062814;9;Ammonia;ammonia, anhydrous or in aqueous solution.;Am“nia;f;0;1
2815;~X~062815;9;Sodium or Potassium Peroxides;"sodium hydroxide (caustic soda); potassium hydroxide (caustic potash); peroxides of sodium or potassium.";Per¢xidos de s¢dio ou pot ssio;m;1;1
2816;~X~062816;9;Magnesium Hydroxide and Peroxide;"hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides, of strontium or barium.";Hidr¢xido e per¢xido de magn‚sio;m;1;1
2817;~X~062817;9;Zinc Oxide and Peroxide;"zinc oxide; zinc peroxide.";àxido e per¢xido de zinco;m;0;1
2818;~X~062818;9;Aluminium Oxide;"artificial corundum, whether or not chemically defined; Aluminium oxide; Aluminium hydroxide.";àxido de alum¡nio;m;0;1
2819;~X~062819;9;Chromium Oxides and Hydroxides;chromium oxides and hydroxides.;àxido e hidr¢xido de cromo;m;0;1
2820;~X~062820;9;Manganese Oxides;manganese oxides.;àxidos de manganˆs;m;1;1
2821;~X~062821;9;Iron Oxides and Hydroxides;"iron oxides and hydroxides; earth colours containing 70 % or more by weight of combined iron evaluated as fe2o3.";àxidos e hidr¢xidos de ferro;m;1;1
2822;~X~062822;9;Cobalt Oxides and Hydroxides;"cobalt oxides and hydroxides; commercial cobalt oxides.";àxidos e hidr¢xidos de cobalto;m;1;1
2823;~X~062823;9;Titanium Oxides;titanium oxides.;àxidos de titƒnio;m;1;1
2824;~X~062824;9;Lead Oxides;"lead oxides; red lead and orange lead.";àxidos de chumbo;m;1;1
2825;~X~062825;9;Inorganic Salts;"hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides.";Sais inorgƒnicos;m;1;1
2826;~X~062826;9;Fluorides;"fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts.";Fluoretos;m;1;1
2827;~X~062827;9;Chlorides;"chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides.";Cloretos;m;1;1
2828;~X~062828;9;Hypochlorites;"hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites.";Hipocloritos;m;1;1
2829;~X~062829;9;Chlorates and Perchlorates;"chlorates and perchlorates; bromates and perbromates; iodates and periodates.";Cloratos e percloratos;m;1;1
2830;~X~062830;9;Sulfides;"sulphides; polysulphides, whether or not chemically defined.";Sulfetos;m;1;1
2831;~X~062831;9;Dithionites and Sulfoxylates;dithionites and sulphoxylates.;Ditionitos e sulfoxilatos;m;1;1
2832;~X~062832;9;Sulfites;"sulphites; thiosulphates.";Sulfitos;m;1;1
2833;~X~062833;9;Sulfates;"sulphates; alums; peroxosulphates (persulphates).";Sulfatos;m;1;1
2834;~X~062834;9;Nitrites and Nitrates;"nitrites; nitrates.";Nitritos e nitratos;m;1;1
2835;~X~062835;9;Phosphinates and Phosphonates;"phosphinates (hypophosphites), phosphonates (phosphites) and phosphates; polyphosphates, whether or not chemically defined.";Fosfinatos e fosfonatos;m;1;1
2836;~X~062836;9;Carbonates;"carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate.";Carbonatos;m;1;1
2837;~X~062837;9;Cyanides;cyanides, cyanide oxides and complex cyanides.;Cianetos;m;1;1
2838;~X~062838;9;Fulminates;Fulminates, cyanates and thiocyanates;Fulminatos;m;1;1
2839;~X~062839;9;Silicates;"silicates; commercial alkali metal silicates.";Silicatos;m;1;1
2840;~X~062840;9;Borates;"borates; peroxoborates (perborates).";Boratos;m;1;1
2841;~X~062841;9;Oxometallic or Peroxometallic Acid Salts;salts of oxometallic or peroxometallic acids.;Saisÿdosÿ cidos oxomet licos ou peroxomet licos;m;1;1
2842;~X~062842;9;Other Inorganic Acids Salts;other salts of inorganic acids or peroxoacids (including aluminosilicates whether or not chemically defined), other than azides.;Outros sais de  cidos inorgƒnicos;m;1;1
2843;~X~062843;9;Precious Metal Compounds;"colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals.";Compostos de metais preciosos;m;1;1
2844;~X~062844;9;Radioactive Chemicals;"radioactive chemical elements and radioactive isotopes (including the fissile or fertile chemical elements and isotopes) and their compounds; mixtures and residues containing these products.";Qu¡micos radioativos;m;1;1
2845;~X~062845;9;Other Isotopes;"isotopes other than those of heading 28.44; compounds, inorganic or organic, of such isotopes, whether or not chemically defined.";Outros is¢topos;m;1;1
2846;~X~062846;9;Rare-Earth Metal Compounds;compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures of these metals.;Compostos de metais ferrosos raros;m;1;1
2847;~X~062847;9;Hydrogen peroxide;hydrogen peroxide, whether or not solidified with urea.;Per¢xido de hidrogˆnio;m;0;1
2848;~X~062848;9;Phosphides;phosphides, whether or not chemically defined, excluding ferrophosphorus.;Fosfetos;m;1;1
2849;~X~062849;9;Carbides;carbides, whether or not chemically defined.;Carbonetos;m;1;1
2850;~X~062850;9;Hydrides and other anions;hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading 28.49.;Hidretos e outros ƒnions;m;1;1
2851;~X~062851;9;Inorganic Compounds;Inorganic compounds,liquid/compressed air,amalgams ne;Compostos inorgƒnicos;m;1;1
2852;~X~062852;9;Mercury Compounds;compounds, inorganic or organic, of mercury, excluding amalgams.;Compostos de merc£rio;m;1;1
2853;~X~062853;9;Other Inorganic Compounds;"other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals.";Outros compostos inorgƒnicos;m;1;1
2901;~X~0629;7;Organic Chemicals;organic chemicals;Elementos qu¡micos orgƒnicos;m;1;1
2901;~X~062901;9;Acyclic Hydrocarbons;acyclic hydrocarbons.;Hidrocarbonetos ac¡clicos;m;1;1
2902;~X~062902;9;Cyclic Hydrocarbons;cyclic hydrocarbons.;Hidrocarbonetos c¡clicos;m;1;1
2903;~X~062903;9;Halogenated Hydrocarbons;halogenated derivatives of hydrocarbons.;Hidrocarbonetos halogenados;m;1;1
2904;~X~062904;9;Sulfonated, Nitrated or Nitrosated Hydrocarbons;sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated.;Hidrocarbonetos sulfonados, nitrados ou nitrosados;m;1;1
2905;~X~062905;9;Acyclic Alcohols;acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives.;µlcoois ac¡clicos;m;1;1
2906;~X~062906;9;Cyclic Alcohols;cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives.;µlcoois c¡clicos;m;1;1
2907;~X~062907;9;Phenols;"phenols; phenol-alcohols.";Fen¢is;m;1;1
2908;~X~062908;9;Phenol Derivatives;halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols.;Derivados do fenol;m;1;1
2909;~X~062909;9;Ethers;ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives.;teres;m;1;1
2910;~X~062910;9;Epoxides;epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives.;Ep¢xidos;m;1;1
2911;~X~062911;9;Acetals and Hemiacetals;acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives.;Acetais e hemiacetais;m;1;1
2912;~X~062912;9;Aldehydes;"aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde.";Alde¡dos;m;1;1
2913;~X~062913;9;Aldehyde Derivatives;halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12.;Derivados de alde¡dos;m;1;1
2914;~X~062914;9;Ketones and Quinones;ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives.;Cetonas e quinonas;f;1;1
2915;~X~062915;9;Saturated Acyclic Monocarboxylic Acids;"saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.";µcidos monocarbox¡licos ac¡clicos saturados;m;1;1
2916;~X~062916;9;Unsaturated Acyclic Monocarboxylic Acids;"unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.";µcidos monocarbox¡licos ac¡clicos nÆo saturados;m;1;1
2917;~X~062917;9;Polycarboxylic Acids;"polycarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.";µcidos policarbox¡licos;m;1;1
2918;~X~062918;9;Carboxylic Acids;"carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives.";µcidos carbox¡licos;m;1;1
2919;~X~062919;9;Phosphoric Esters and Salts;"phosphoric esters and their salts, including lactophosphates; their halogenated, sulphonated, nitrated or nitrosated derivatives.";steres e sais fosf¢ricos;m;1;1
2920;~X~062920;9;Other Esters;"esters of other inorganic acids of non-metals (excluding esters of hydrogen halides) and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives.";Outros ‚steres;m;1;1
2921;~X~062921;9;Amine Compounds;amine-function compounds.;Compostos de fun‡Æo amina;m;1;1
2922;~X~062922;9;Oxygen Amino Compounds;oxygen-function amino-compounds.;Compostos de fun‡Æo amina com oxigˆnio;m;1;1
2923;~X~062923;9;Quaternary Ammonium Salts and Hydroxides;"quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or not chemically defined.";Saisÿeÿhidr¢xidosÿdeÿam“nio quatern rios;m;1;1
2924;~X~062924;9;Carboxyamide Compounds;"carboxyamide-function compounds; amide-function compounds of carbonic acid.";Compostos de fun‡Æo carboxiamida;m;1;1
2925;~X~062925;9;Carboxyimide Compounds;carboxyimide-function compounds (including saccharin and its salts) and imine-function compounds.;Compostosÿde fun‡Æoÿcarboxiimida;m;1;1
2926;~X~062926;9;Nitrile Compounds;nitrile-function compounds.;Compostos nitrilos;m;1;1
2927;~X~062927;9;Diazo, Azo or Aoxy Compounds;diazo-, azo- or azoxy-compounds.;Azo, Diazo e Aox Compostos;m;0;1
2928;~X~062928;9;Hydrazine or Hydroxylamine Derivatives;organic derivatives of hydrazine or of hydroxylamine.;Derivados de hidrazina e hidroxilamina;m;1;1
2929;~X~062929;9;Other Nitrogen Compounds;compounds with other nitrogen function.;Outros compostos nitrogenados;m;1;1
2930;~X~062930;9;Organo-Sulfur Compounds;organo-sulphur compounds.;Compostos organossulfurados;m;1;1
2931;~X~062931;9;Other Organo-Inorganic Compounds;other organo-inorganic compounds.;Outros compostos organo-inorgƒnicos;m;1;1
2932;~X~062932;9;Oxygen Heterocyclic Compounds;heterocyclic compounds with oxygen hetero-atom(s) only.;Compostos heteroc¡clicosÿcomÿoxigˆnio;m;1;1
2933;~X~062933;9;Nitrogen Heterocyclic Compounds;heterocyclic compounds with nitrogen hetero-atom(s) only.;Compostos Heteroc¡clicosÿcomÿnitrogˆnio;m;1;1
2934;~X~062934;9;Nucleic Acids;"nucleic acids and their salts, whether or not chemically defined; other heterocyclic compounds.";µcidos nucleicos;m;1;1
2935;~X~062935;9;Sulfonamides;sulphonamides.;Sulfonamidas;f;1;1
2936;~X~062936;9;Vitamins;provitamins and vitamins, natural or reproduced by synthesis (including natural concentrates), derivatives thereof used primarily as vitamins, and intermixtures of the foregoing, whether or not in any solvent.;Vitaminas;f;1;1
2937;~X~062937;9;Hormones;"hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones.";Horm“nios;m;1;1
2938;~X~062938;9;Glycosides;glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives.;Glicos¡deos;m;1;1
2939;~X~062939;9;Vegetable Alkaloids;vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives.;Alcaloides vegetais;m;1;1
2940;~X~062940;9;Chemically Pure Sugars;"sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than products of heading 29.37, 29.38 or 29.39.";A‡ucares quimicamente puros;m;1;1
2941;~X~062941;9;Antibiotics;antibiotics.;Antibi¢ticos;m;1;1
2942;~X~062942;9;Other Organic Compounds;other organic compounds.;Outros compostos orgƒnicos;m;1;1
3001;~X~0630;7;Pharmaceuticals;pharmaceutical products;Produtos farmacˆuticos;m;1;1
3001;~X~063001;9;Glands and Other Organs;"glands and other organs for organo-therapeutic uses, dried, whether or not powdered; extracts of glands or other organs or of their secretions for organo-therapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic or";Glƒndulas e outros ¢rgÆos;f;1;1
3002;~X~063002;9;Human or Animal Blood;"human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; vaccines, toxins, cultures of micr";Soros e vacinas;m;0;1
3003;~X~063003;9;Unpackaged Medicaments;medicaments (excluding goods of heading 30.02, 30.05 or 30.06) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale.;Medicamentos nÆo embalados;m;1;1
3004;~X~063004;9;Packaged Medicaments;medicaments (excluding goods of heading 30.02, 30.05 or 30.06) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packin;Medicamentos embalados;m;1;1
3005;~X~063005;9;Bandages;wadding, gauze, bandages and similar articles (for example, dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes.;Bandagens;f;1;1
3006;~X~063006;9;Other Pharmaceuticals;pharmaceutical goods specified in note 4 to this chapter.;Outros produtos farmacˆuticos;m;1;1
3101;~X~0631;7;Fertilizers;fertilisers;Fertilizantes;m;1;1
3101;~X~063101;9;Animal or Vegetable Fertilizers;"animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers produced by the mixing or chemical treatment of animal or vegetable products.";Fertilizantes de origem animal ou vegetal;m;1;1
3102;~X~063102;9;Nitrogenous Fertilizers;mineral or chemical fertilisers, nitrogenous.;Fertilizantes nitrogenados;m;1;1
3103;~X~063103;9;Phosphatic Fertilizers;mineral or chemical fertilisers, phosphatic.;Fertilizantes fosfatados;m;1;1
3104;~X~063104;9;Potassic Fertilizers;mineral or chemical fertilisers, potassic.;Fertilizantes pot ssicos;m;1;1
3105;~X~063105;9;Mixed Mineral or Chemical Fertilizers;"mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, phosphorus and potassium; other fertilisers; goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg.";Fertilizantes mistos minerais ou qu¡micos;m;1;1
3201;~X~0632;7;Tanning and Dyeing Extracts;"tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks";Extratos para curtimento e tingimento;m;1;1
3201;~X~063201;9;Vegetable Tanning Extracts;"tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives.";Extratos vegetais para curtimento;m;1;1
3202;~X~063202;9;Synthetic Tanning Extracts;"synthetic organic tanning substances; inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances; enzymatic preparations for pre-tanning.";Extratos sint‚ticos para curtimento;m;1;1
3203;~X~063203;9;Vegetable or Animal Dyes;"colouring matter of vegetable or animal origin (including dyeing extracts but excluding animal black), whether or not chemically defined; preparations as specified in note 3 to this chapter based on colouring matter of vegetable or animal origin.";Corantes vegetais ou animais;m;1;1
3204;~X~063204;9;Synthetic Coloring Matter;"synthetic organic colouring matter, whether or not chemically defined; preparations as specified in note 3 to this chapter based on synthetic organic colouring matter; synthetic organic products of a kind used as fluorescent brightening agents or as lumin";Corantes sint‚ticos;m;1;1
3205;~X~063205;9;Lake Pigments;"colour lakes; preparations as specified in note 3 to this chapter based on colour lakes.";Corantes de cuba;m;1;1
3206;~X~063206;9;Other Coloring Matter;"other colouring matter; preparations as specified in note 3 to this chapter, other than those of heading 32.03, 32.04 or 32.05; inorganic products of a kind used as luminophores, whether or not chemically defined.";Outros corantes;m;1;1
3207;~X~063207;9;Prepared Pigments;"prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes, engobes (slips), liquid lustres and similar preparations, of a kind used in the ceramic, enamelling or glass industry; glass frit and other glass, in the form of";Pigmentos preparados;m;1;1
3208;~X~063208;9;Nonaqueous Paints;"paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium; solutions as defined in note 4 to this chapter.";Tintas nÆo aquosas;f;1;1
3209;~X~063209;9;Aqueous Paints;paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in an aqueous medium.;Tintas aquosas;f;1;1
3210;~X~063210;9;Other Paints;"other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for finishing leather.";Outras tintas;f;1;1
3211;~X~063211;9;Prepared Paint Driers;prepared driers.;Secantes preparados para pintura;m;1;1
3212;~X~063212;9;Nonaqueous Pigments;"pigments (including metallic powders and flakes) dispersed in non-aqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels); stamping foils; dyes and other colouring matter put up in forms or packings for reta";Pigmentos nÆo aquosos;m;1;1
3213;~X~063213;9;Artistry Paints;artists', students' or signboard painters' colours, modifying tints, amusement colours and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings.;Tintas art¡sticas;f;1;1
3214;~X~063214;9;Glaziers Putty;"glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; non-refractory surfacing preparations for fa¶ades, indoor walls, floors, ceilings or the like.";Massa de vidraceiro;m;0;1
3215;~X~063215;9;Ink;printing ink, writing or drawing ink and other inks, whether or not concentrated or solid.;Tinta;f;0;1
3301;~X~0633;7;Essential Oils, Perfumery and Cosmetics;"essential oils and resinoids; perfumery, cosmetic or toilet preparations";àleos, perfumaria e cosm‚ticos essenciais;m;1;1
3301;~X~063301;9;Essential Oils;"essential oils (terpeneless or not), including concretes and absolutes; resinoids; extracted oleoresins; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration; terpenic by-products of the deterpe";àleos essenciais;m;1;1
3302;~X~063302;9;Scented Mixtures;"mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufa";Misturas perfumadas;f;1;1
3303;~X~063303;9;Perfumes;perfumes and toilet waters.;Perfumes;m;1;1
3304;~X~063304;9;Makeup;"beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations.";Maquiagens;f;1;1
3305;~X~063305;9;Hair Products;preparations for use on the hair.;Produtos para cabelos;m;1;1
3306;~X~063306;9;Dental Products;"preparations for oral or dental hygiene, including denture fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages.";Produtos odontol¢gicos;m;1;1
3307;~X~063307;9;Shaving Products;"pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorisers, whether or not perfumed or having di";Produtos para barbear;m;1;1
3401;~X~0634;7;Soap anda similar products;"soap, organic surface-active agents, washing preparations, lubricating preparations, artificialwaxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis o";SabÆo e produtos similares;m;0;1
3401;~X~063401;9;Soap;"soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, moulded pieces or shapes, whether or not containing soap; organic surface-active products and preparations for washing the skin, in the form of liquid or c";SabÆo;m;0;1
3402;~X~063402;9;Cleaning Products;"organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 34.01.";Produtos de limpeza;m;1;1
3403;~X~063403;9;Lubricating Products;lubricating preparations (including cutting-oil preparations, bolt or nut release preparations, anti-rust or anti-corrosion preparations and mould release preparations, based on lubricants) and preparations of a kind used for the oil or grease treatment o;Produtos lubrificantes;m;1;1
3404;~X~063404;9;Artificial waxes;artificial waxes and prepared waxes.;Ceras artificiais;f;1;1
3405;~X~063405;9;Polishes and Creams;polishes and creams, for footwear, furniture, floors, coachwork, glass or metal, scouring pastes and powders and similar preparations (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated;Pomadas e cremes;f;1;1
3406;~X~063406;9;Candles;candles, tapers and the like.;Velas;f;1;1
3407;~X~063407;9;Pastes and Dental Waxes;"modelling pastes, including those put up for children's amusement; preparations known as ""dental wax"" or as ""dental impression compounds"", put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms; other preparati";Pastas e ceras dentais;f;1;1
3501;~X~0635;7;Proteins, Starches, Glues and Enzymes;"albuminoidal substances; modified starches; glues; enzymes";Prote¡nas, amidos, colas e enzimas;f;1;1
3501;~X~063501;9;Casein;"casein, caseinates and other casein derivatives; casein glues.";Case¡na;f;0;1
3502;~X~063502;9;Water Soluble Proteins;albumins (including concentrates of two or more whey proteins, containing by weight more than 80 % whey proteins, calculated on the dry matter), albuminates and other albumin derivatives.;Prote¡nas sol£veis em  gua;f;1;1
3503;~X~063503;9;Gelatin;"gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading 35.01.";Gelatina;f;0;1
3504;~X~063504;9;Peptones;"peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed.";Peptonas;f;1;1
3505;~X~063505;9;Dextrins;"dextrins and other modified starches (for example, pregelatinised or esterified starches); glues based on starches, or on dextrins or other modified starches.";Dextrina;f;0;1
3506;~X~063506;9;Glues;"prepared glues and other prepared adhesives, not elsewhere specified or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg.";Colas;f;1;1
3507;~X~063507;9;Enzymes;"enzymes; prepared enzymes not elsewhere specified or included.";Enzimas;f;1;1
3601;~X~0636;7;Explosives;"explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations";Explosivos;m;1;1
3601;~X~063601;9;Propellant Powders;propellent powders.;P¢lvora;f;0;1
3602;~X~063602;9;Prepared Explosives;prepared explosives, other than propellent powders.;Explosivos preparados;m;1;1
3603;~X~063603;9;Detonating Fuses;"safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators.";Cordäes detonadores;m;1;1
3604;~X~063604;9;Fireworks;fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles.;Fogos de artif¡cio;m;1;1
3605;~X~063605;9;Matches;matches, other than pyrotechnic articles of heading 36.04.;F¢sforos;m;1;1
3606;~X~063606;9;Pyrophoric Alloys;"ferro-cerium and other pyrophoric alloys in all forms; articles of combustible materials as specified in note 2 to this chapter.";Ligas pirof¢ricas;f;1;1
3701;~X~0637;7;Photographic Materials;photographic or cinematographic goods;Materiais fotogr ficos;m;1;1
3701;~X~063701;9;Photographic Plates;"photographic plates and film in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitised, unexposed, whether or not in packs.";Chapas fotogr ficas;f;1;1
3702;~X~063702;9;Photographic Film;"photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitised, unexposed.";Filmes fotogr ficos;m;1;1
3703;~X~063703;9;Photographic Paper;photographic paper, paperboard and textiles, sensitised, unexposed.;Papel fotogr fico;m;0;1
3704;~X~063704;9;Undeveloped Exposed Photographic Material;photographic plates, film, paper, paperboard and textiles, exposed but not developed.;Material fotogr fico, exposto e nÆo revelado;m;0;1
3705;~X~063705;9;Developed Exposed Photographic Material;photographic plates and film, exposed and developed, other than cinematographic film.;Material fotogr fico, exposto e revelado;m;0;1
3706;~X~063706;9;Motion-picture film, exposed and developed;cinematographic film, exposed and developed, whether or not incorporating sound track or consisting only of sound track.;Filme de cinema, exposto e revelado;m;0;1
3707;~X~063707;9;Photographic Chemicals;"chemical preparations for photographic uses (other than varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use.";Produtos qu¡micos para fotografia;m;1;1
3801;~X~0638;7;Other Chemical Products;miscellaneous chemical products;Outros produtos qu¡micos;m;1;1
3801;~X~063801;9;Artificial Graphite;"artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semi-manufactures.";Grafite artificial;m;0;1
3802;~X~063802;9;Activated Carbon;"activated carbon; activated natural mineral products; animal black, including spent animal black.";Carbono ativado;m;0;1
3803;~X~063803;9;Tall Oil;tall oil, whether or not refined.;Resina l¡quida;f;0;1
3804;~X~063804;9;Wood Pulp Lyes;residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates, but excluding tall oil of heading 38.03.;Lix¡vias da polpa da madeira;f;1;1
3805;~X~063805;9;Turpentine;"gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulphite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constituent.";Aguarr s;f;0;1
3806;~X~063806;9;Rosin;"rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; run gums.";Colofonia;f;0;1
3807;~X~063807;9;Wood Tar, Oils and Pitch;"wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch.";AlcatrÆo, ¢leos e breu de madeira;m;0;1
3808;~X~063808;9;Pesticides;insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth regulators, disinfectants and similar products, put up in forms or packings for retail sale or as preparations or articles (for example, sulphur-treated bands, wi;Pesticidas;m;1;1
3809;~X~063809;9;Dyeing Finishing Agents;finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations (for example, dressings and mordants), of a kind used in the textile, paper, leather or like industries, not elsewhere specified or included;Agentes de acabamento do tingimento;m;1;1
3810;~X~063810;9;Metal Pickling Preparations;"pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, brazing or welding; soldering, brazing or welding powders and pastes consisting of metal and other materials; preparations of a kind used as cores or coatings";Preparados para a decapagem de metais;m;1;1
3811;~X~063811;9;Antiknock;anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives, for mineral oils (including gasoline) or for other liquids used for the same purposes as mineral oils.;Antidetonantes;m;1;1
