Nome Município;Cod Município Completo
Apicum-Acu;2100832
Bacuri;2101301
Bacurituba;2101350
Bequimao;2101905
Cajapio;2102408
Cedral;2103109
Central do Maranhao;2103125
Cururupu;2103703
Guimaraes;2104909
Mirinzal;2106805
Porto Rico do Maranhao;2109056
Serrano do Maranhao;2111789
Paco do Lumiar;2107506
Raposa;2109452
Sao Jose de Ribamar;2111201
Sao Luis;2111300
Axixa;2101103
Bacabeira;2101251
Cachoeira Grande;2102374
Icatu;2105104
Morros;2107100
Presidente Juscelino;2109205
Rosario;2109601
Santa Rita;2110203
Barreirinhas;2101707
Humberto de Campos;2105005
Paulino Neves;2108058
Primeira Cruz;2109403
Santo Amaro do Maranhao;2110278
Tutoia;2112506
Anajatuba;2100709
Arari;2101004
Bela Vista do Maranhao;2101772
Cajari;2102507
Conceicao do Lago-Acu;2103554
Igarape do Meio;2105153
Matinha;2106508
Moncao;2106904
Olinda Nova do Maranhao;2107456
Palmeirandia;2107605
Pedro do Rosario;2108256
Penalva;2108306
Peri Mirim;2108405
Pinheiro;2108603
Presidente Sarney;2109270
Santa Helena;2109809
Sao Bento;2110500
Sao Joao Batista;2111003
Sao Vicente Ferrer;2111706
Viana;2112803
Vitoria do Mearim;2112902
Cantanhede;2102705
Itapecuru Mirim;2105401
Matoes do Norte;2106631
Miranda do Norte;2106755
Nina Rodrigues;2107209
Pirapemas;2108801
Presidente Vargas;2109304
Vargem Grande;2112704
Amapa do Maranhao;2100550
Boa Vista do Gurupi;2101970
Candido Mendes;2102606
Carutapera;2102903
Centro do Guilherme;2103158
Centro Novo do Maranhao;2103174
Godofredo Viana;2104305
Governador Nunes Freire;2104677
Junco do Maranhao;2105658
Luis Domingues;2106201
Maracacume;2106326
Maranhaozinho;2106375
Turiacu;2112407
Turilandia;2112456
Altamira do Maranhao;2100402
Alto Alegre do Pindare;2100477
Araguana;2100873
Bom Jardim;2102002
Bom Jesus das Selvas;2102036
Brejo de Areia;2102150
Buriticupu;2102325
Governador Newton Bello;2104651
Lago da Pedra;2105708
Lagoa Grande do Maranhao;2105963
Maraja do Sena;2106359
Nova Olinda do Maranhao;2107357
Paulo Ramos;2108108
Pindare-Mirim;2108504
Presidente Medici;2109239
Santa Ines;2109908
Santa Luzia;2110005
Santa Luzia do Parua;2110039
Sao Joao do Caru;2111029
Tufilandia;2112274
Vitorino Freire;2113009
Ze Doca;2114007
Acailandia;2100055
Amarante do Maranhao;2100600
Buritirana;2102358
Cidelandia;2103257
Davinopolis;2103752
Governador Edison Lobao;2104552
Imperatriz;2105302
Itinga do Maranhao;2105427
Joao Lisboa;2105500
Lajeado Novo;2105989
Montes Altos;2107001
Ribamar Fiquene;2109551
Sao Francisco do Brejao;2110856
Sao Pedro da Agua Branca;2111532
Senador La Rocque;2111763
Vila Nova dos Martirios;2112852
Bacabal;2101202
Bernardo do Mearim;2101939
Bom Lugar;2102077
Esperantinopolis;2104008
Igarape Grande;2105203
Lago do Junco;2105807
Lago Verde;2105906
Lago dos Rodrigues;2105948
Lima Campos;2106003
"Olho d'Agua das Cunhas";2107407
Pedreiras;2108207
Pio XII;2108702
Pocao de Pedras;2108900
Santo Antonio dos Lopes;2110302
Sao Luis Gonzaga do Maranhao;2111409
Sao Mateus do Maranhao;2111508
Sao Raimundo do Doca Bezerra;2111631
Sao Roberto;2111672
Satubinha;2111722
Trizidela do Vale;2112233
Arame;2100956
Barra do Corda;2101608
Fernando Falcao;2104081
Formosa da Serra Negra;2104099
Grajau;2104800
Itaipava do Grajau;2105351
Jenipapo dos Vieiras;2105476
Joselandia;2105609
Santa Filomena do Maranhao;2109759
Sitio Novo;2111805
Tuntum;2112308
Dom Pedro;2103802
Fortuna;2104206
Goncalves Dias;2104404
Governador Archer;2104503
Governador Eugenio Barros;2104602
Governador Luiz Rocha;2104628
Graca Aranha;2104701
Presidente Dutra;2109106
Sao Domingos do Maranhao;2110708
Sao Jose dos Basilios;2111250
Senador Alexandre Costa;2111748
Agua Doce do Maranhao;2100154
Araioses;2100907
Magalhaes de Almeida;2106300
Santa Quiteria do Maranhao;2110104
Santana do Maranhao;2110237
Sao Bernardo;2110609
Anapurus;2100808
Belagua;2101731
Brejo;2102101
Buriti;2102200
Chapadinha;2103208
Mata Roma;2106409
Milagres do Maranhao;2106672
Sao Benedito do Rio Preto;2110401
Urbano Santos;2112605
Alto Alegre do Maranhao;2100436
Capinzal do Norte;2102754
Codo;2103307
Coroata;2103604
Peritoro;2108454
Timbiras;2112100
Afonso Cunha;2100105
Aldeias Altas;2100303
Coelho Neto;2103406
Duque Bacelar;2103901
Buriti Bravo;2102309
Caxias;2103000
Matoes;2106607
Parnarama;2107803
Sao Joao do Soter;2111078
Timon;2112209
Barao de Grajau;2101509
Colinas;2103505
Jatoba;2105450
Lagoa do Mato;2105922
Mirador;2106706
Nova Iorque;2107308
Paraibano;2107704
Passagem Franca;2107902
Pastos Bons;2108009
Sao Francisco do Maranhao;2110906
Sao Joao dos Patos;2111102
Sucupira do Norte;2111904
Sucupira do Riachao;2111953
Campestre do Maranhao;2102556
Carolina;2102804
Estreito;2104057
Porto Franco;2109007
Sao Joao do Paraiso;2111052
Sao Pedro dos Crentes;2111573
Alto Parnaiba;2100501
Balsas;2101400
Feira Nova do Maranhao;2104073
Riachao;2109502
Tasso Fragoso;2112001
Benedito Leite;2101806
Fortaleza dos Nogueiras;2104107
Loreto;2106102
Nova Colinas;2107258
Sambaiba;2109700
Sao Domingos do Azeitao;2110658
Sao Felix de Balsas;2110807
Sao Raimundo das Mangabeiras;2111607
Barras;2201200
Batalha;2201507
Boa Hora;2201770
Brasileira;2201960
Cabeceiras do Piaui;2202059
Campo Largo do Piaui;2202174
Esperantina;2203701
Joaquim Pires;2205409
Joca Marques;2205458
Luzilandia;2205805
Madeiro;2205854
Matias Olimpio;2206100
Miguel Alves;2206209
Morro do Chapeu do Piaui;2206670
Nossa Senhora dos Remedios;2206803
Piripiri;2208403
Porto;2208502
Sao Joao do Arraial;2209971
Bom Principio do Piaui;2201919
Buriti dos Lopes;2202000
Cajueiro da Praia;2202083
Caraubas do Piaui;2202539
Caxingo;2202653
Cocal;2202703
Cocal dos Alves;2202729
Ilha Grande;2204659
Luis Correia;2205706
Murici dos Portelas;2206696
Parnaiba;2207702
Piracuruca;2208304
Sao Joao da Fronteira;2209872
Sao Jose do Divino;2210052
Altos;2200400
Beneditinos;2201606
Coivaras;2202737
Curralinhos;2203255
Demerval Lobao;2203305
Jose de Freitas;2205508
Lagoa Alegre;2205557
Lagoa do Piaui;2205581
Miguel Leao;2206308
Monsenhor Gil;2206407
Nazaria;2206720
"Pau D'Arco do Piaui";2207793
Teresina;2211001
Uniao;2211100
Alto Longa;2200301
Assuncao do Piaui;2201051
Boqueirao do Piaui;2201945
Buriti dos Montes;2202026
Campo Maior;2202208
Capitao de Campos;2202406
Castelo do Piaui;2202604
Cocal de Telha;2202711
Domingos Mourao;2203420
Jatoba do Piaui;2205276
Juazeiro do Piaui;2205516
Lagoa de Sao Francisco;2205573
Milton Brandao;2206357
Nossa Senhora de Nazare;2206753
Novo Santo Antonio;2206951
Pedro II;2207900
Sao Joao da Serra;2209906
Sao Miguel do Tapuio;2210409
Sigefredo Pacheco;2210656
Agricolandia;2200103
Agua Branca;2200202
Amarante;2200509
Angical do Piaui;2200608
Arraial;2201002
Barro Duro;2201408
Francisco Ayres;2204105
Hugo Napoleao;2204600
Jardim do Mulato;2205250
Lagoinha do Piaui;2205540
"Olho D'Agua do Piaui";2207108
Palmeirais;2207504
Passagem Franca do Piaui;2207751
Regeneracao;2208809
Santo Antonio dos Milagres;2209450
Sao Goncalo do Piaui;2209807
Sao Pedro do Piaui;2210508
Aroazes;2200905
"Barra D'Alcantara";2201176
Elesbao Veloso;2203503
Francinopolis;2204006
Inhuma;2204709
Lagoa do Sitio;2205599
Novo Oriente do Piaui;2206902
Pimenteiras;2208106
Prata do Piaui;2208601
Santa Cruz dos Milagres;2209153
Sao Felix do Piaui;2209609
Sao Miguel da Baixa Grande;2210383
Valenca do Piaui;2211308
Varzea Grande;2211407
Baixa Grande do Ribeiro;2201150
Ribeiro Goncalves;2208908
Santa Filomena;2209203
Urucui;2211209
Antonio Almeida;2200806
Bertolinia;2201705
Colonia do Gurgueia;2202752
Eliseu Martins;2203602
Landri Sales;2205607
Manoel Emidio;2205904
Marcos Parente;2206001
Porto Alegre do Piaui;2208551
Sebastiao Leal;2210631
Canavieira;2202251
Flores do Piaui;2203800
Floriano;2203909
Guadalupe;2204501
Itaueira;2205102
Jerumenha;2205300
Nazare do Piaui;2206704
Pavussu;2207850
Rio Grande do Piaui;2209005
Sao Francisco do Piaui;2209708
Sao Jose do Peixe;2210102
Sao Miguel do Fidalgo;2210391
Alvorada do Gurgueia;2200459
Barreiras do Piaui;2201309
Bom Jesus;2201903
Cristino Castro;2203107
Currais;2203230
Gilbues;2204402
Monte Alegre do Piaui;2206605
Palmeira do Piaui;2207405
Redencao do Gurgueia;2208700
Santa Luz;2209302
Sao Goncalo do Gurgueia;2209757
Anisio de Abreu;2200707
Bonfim do Piaui;2201929
Brejo do Piaui;2201988
Canto do Buriti;2202307
Caracol;2202505
Coronel Jose Dias;2202851
Dirceu Arcoverde;2203354
Dom Inocencio;2203453
Fartura do Piaui;2203750
Guaribas;2204550
Jurema;2205532
Pajeu do Piaui;2207355
Sao Braz do Piaui;2209559
Sao Lourenco do Piaui;2210359
Sao Raimundo Nonato;2210607
Tamboril do Piaui;2210953
Varzea Branca;2211357
Avelino Lopes;2201101
Corrente;2202901
Cristalandia do Piaui;2203008
Curimata;2203206
Julio Borges;2205524
Morro Cabeca no Tempo;2206654
Parnagua;2207603
Riacho Frio;2208858
Sebastiao Barros;2210623
Aroeiras do Itaim;2200954
Bocaina;2201804
Cajazeiras do Piaui;2202075
Colonia do Piaui;2202778
Dom Expedito Lopes;2203404
Geminiano;2204352
Ipiranga do Piaui;2204808
Oeiras;2207009
Paqueta;2207553
Picos;2208007
Santa Cruz do Piaui;2209104
Santana do Piaui;2209351
Santa Rosa do Piaui;2209377
Sao Joao da Canabrava;2209856
Sao Joao da Varjota;2209955
Sao Jose do Piaui;2210201
Sao Luis do Piaui;2210375
Sussuapara;2210938
Tanque do Piaui;2210979
Wall Ferraz;2211704
Alagoinha do Piaui;2200251
Alegrete do Piaui;2200277
Francisco Santos;2204204
Monsenhor Hipolito;2206506
Pio IX;2208205
Santo Antonio de Lisboa;2209401
Sao Juliao;2210300
Acaua;2200053
Bela Vista do Piaui;2201556
Belem do Piaui;2201572
Betania do Piaui;2201739
Caldeirao Grande do Piaui;2202091
Campinas do Piaui;2202109
Campo Alegre do Fidalgo;2202117
Campo Grande do Piaui;2202133
Capitao Gervasio Oliveira;2202455
Caridade do Piaui;2202554
Conceicao do Caninde;2202802
Curral Novo do Piaui;2203271
Floresta do Piaui;2203859
Francisco Macedo;2204154
Fronteiras;2204303
Isaias Coelho;2204907
Itainopolis;2205003
Jacobina do Piaui;2205151
Jaicos;2205201
Joao Costa;2205359
Lagoa do Barro do Piaui;2205565
Marcolandia;2205953
Massape do Piaui;2206050
Padre Marcos;2207207
Paes Landim;2207306
Patos do Piaui;2207777
Paulistana;2207801
Pedro Laurentino;2207934
Nova Santa Rita;2207959
Queimada Nova;2208650
Ribeira do Piaui;2208874
Santo Inacio do Piaui;2209500
Sao Francisco de Assis do Piaui;2209658
Sao Joao do Piaui;2210003
Simoes;2210706
Simplicio Mendes;2210805
Socorro do Piaui;2210904
Vera Mendes;2211506
Vila Nova do Piaui;2211605
Acarau;2300200
Barroquinha;2302057
Bela Cruz;2302305
Camocim;2302602
Chaval;2303907
Cruz;2304251
Granja;2304707
Itarema;2306553
Jijoca de Jericoacoara;2307254
Marco;2307809
Martinopole;2307908
Morrinhos;2308906
Carnaubal;2303402
Croata;2304236
Guaraciaba do Norte;2305001
Ibiapina;2305308
Sao Benedito;2312304
Tiangua;2313401
Ubajara;2313609
Vicosa do Ceara;2314102
Coreau;2304004
Frecheirinha;2304509
Moraujo;2308807
Uruoca;2313906
Alcantaras;2300507
Meruoca;2308203
Carire;2303105
Forquilha;2304350
Graca;2304657
Groairas;2304905
Iraucuba;2306108
Massape;2308005
Miraima;2308377
Mucambo;2309003
Pacuja;2309904
Santana do Acarau;2312007
Senador Sa;2312809
Sobral;2312908
Ipu;2305803
Ipueiras;2305902
Pires Ferreira;2310951
Poranga;2311009
Reriutaba;2311702
Varjota;2313955
Catunda;2303659
Hidrolandia;2305209
Santa Quiteria;2312205
Amontada;2300754
Itapipoca;2306405
Trairi;2313500
Paracuru;2310209
Paraipaba;2310258
Sao Goncalo do Amarante;2312403
Itapage;2306306
Tururu;2313559
Umirim;2313757
Uruburetama;2313807
Apuiares;2300903
General Sampaio;2304608
Pentecoste;2310704
Sao Luis do Curu;2312601
Tejucuoca;2313351
Caninde;2302800
Caridade;2303006
Itatira;2306603
Paramoti;2310407
Acarape;2300150
Aracoiaba;2301208
Aratuba;2301406
Baturite;2302107
Capistrano;2302909
Guaramiranga;2305100
Itapiuna;2306504
Mulungu;2309102
Pacoti;2309805
Palmacia;2310100
Redencao;2311603
Barreira;2301950
Chorozinho;2303956
Ocara;2309458
Beberibe;2302206
Cascavel;2303501
Pindoretama;2310852
Aquiraz;2301000
Caucaia;2303709
Eusebio;2304285
Fortaleza;2304400
Guaiuba;2304954
Itaitinga;2306256
Maracanau;2307650
Maranguape;2307700
Pacatuba;2309706
Horizonte;2305233
Pacajus;2309607
Ararenda;2301257
Crateus;2304103
Independencia;2305605
Ipaporanga;2305654
Monsenhor Tabosa;2308609
Nova Russas;2309300
Novo Oriente;2309409
Quiterianopolis;2311264
Tamboril;2313203
Banabuiu;2301851
Boa Viagem;2302404
Choro;2303931
Ibaretama;2305266
Madalena;2307635
Quixada;2311306
Quixeramobim;2311405
Aiuaba;2300408
Arneiroz;2301505
Catarina;2303600
Parambu;2310308
Saboeiro;2311900
Taua;2313302
Acopiara;2300309
Deputado Irapuan Pinheiro;2304269
Milha;2308351
Mombaca;2308500
Pedra Branca;2310506
Piquet Carneiro;2310902
Senador Pompeu;2312700
Solonopole;2313005
Aracati;2301109
Fortim;2304459
Icapui;2305357
Itaicaba;2306207
Alto Santo;2300705
Ibicuitinga;2305332
Jaguaruana;2307007
Limoeiro do Norte;2307601
Morada Nova;2308708
Palhano;2310001
Quixere;2311504
Russas;2311801
Sao Joao do Jaguaribe;2312502
Tabuleiro do Norte;2313104
Jaguaretama;2306702
Jaguaribara;2306801
Jaguaribe;2306900
Erere;2304277
Iracema;2306009
Pereiro;2310803
Potiretama;2311231
Cedro;2303808
Ico;2305407
Iguatu;2305506
Oros;2309508
Quixelo;2311355
Antonina do Norte;2300804
Carius;2303303
Jucas;2307403
Tarrafas;2313252
Varzea Alegre;2314003
Baixio;2301802
Ipaumirim;2305704
Lavras da Mangabeira;2307502
Umari;2313708
Araripe;2301307
Assare;2301604
Campos Sales;2302701
Potengi;2311207
Salitre;2311959
Altaneira;2300606
Caririacu;2303204
Farias Brito;2304301
Granjeiro;2304806
Aurora;2301703
Barro;2302008
Mauriti;2308104
Barbalha;2301901
Crato;2304202
Jardim;2307106
Juazeiro do Norte;2307304
Missao Velha;2308401
Nova Olinda;2309201
Porteiras;2311108
Santana do Cariri;2312106
Abaiara;2300101
Brejo Santo;2302503
Jati;2307205
Milagres;2308302
Penaforte;2310605
Areia Branca;2401107
Barauna;2401453
Grossos;2404408
Mossoro;2408003
Tibau;2411056
Serra do Mel;2413359
Apodi;2401008
Caraubas;2402303
Felipe Guerra;2403707
Governador Dix-Sept Rosado;2404309
Augusto Severo;2401305
Janduis;2405207
Messias Targino;2407609
Parau;2408706
Triunfo Potiguar;2414456
Upanema;2414605
Acu;2400208
Alto do Rodrigues;2400703
Carnaubais;2402501
Ipanguacu;2404705
Itaja;2404853
Jucurutu;2406106
Pendencias;2409902
Porto do Mangue;2410256
Sao Rafael;2412807
Agua Nova;2400406
Coronel Joao Pessoa;2402907
Doutor Severiano;2403202
Encanto;2403301
Luis Gomes;2407005
Major Sales;2407252
Riacho de Santana;2410801
Sao Miguel;2412500
Venha-Ver;2414753
Alexandria;2400505
Francisco Dantas;2403905
Itau;2404903
Jose da Penha;2406007
Marcelino Vieira;2407302
Parana;2408607
Pau dos Ferros;2409407
Piloes;2410009
Portalegre;2410207
Rafael Fernandes;2410504
Riacho da Cruz;2410702
Rodolfo Fernandes;2411007
Sao Francisco do Oeste;2411908
Severiano Melo;2413607
Taboleiro Grande;2413805
Tenente Ananias;2414100
Vicosa;2414902
Almino Afonso;2400604
Antonio Martins;2400901
Frutuoso Gomes;2404002
Joao Dias;2405900
Lucrecia;2406908
Martins;2407401
"Olho-d'Agua do Borges";2408409
Patu;2409308
Rafael Godeiro;2410603
Serrinha dos Pintos;2413557
Umarizal;2414506
